Areaname,STCOU,LND010190F,LND010190D,LND010190N1,LND010190N2,LND010200F,LND010200D,LND010200N1,LND010200N2,LND110180F,LND110180D,LND110180N1,LND110180N2,LND110190F,LND110190D,LND110190N1,LND110190N2,LND110200F,LND110200D,LND110200N1,LND110200N2,LND110210F,LND110210D,LND110210N1,LND110210N2,LND210190F,LND210190D,LND210190N1,LND210190N2,LND210200F,LND210200D,LND210200N1,LND210200N2
"Knox, TX",48275,0,855.5,0,0,0,855.43,0,0,0,845.21,0,0,0,854.15,0,0,0,849,0,0,0,850.62,0,0,0,1.35,0,0,0,6.43,0,0
"Lamar, TX",48277,0,932.53,0,0,0,932.47,0,0,0,919.23,0,0,0,917.06,0,0,0,916.81,0,0,0,907.19,0,0,0,15.47,0,0,0,15.66,0,0
"Lamb, TX",48279,0,1017.8,0,0,0,1017.73,0,0,0,1012.58,0,0,0,1016.28,0,0,0,1016.21,0,0,0,1016.18,0,0,0,1.52,0,0,0,1.52,0,0
"Lampasas, TX",48281,0,714.02,0,0,0,713.96,0,0,0,714.1,0,0,0,712.1,0,0,0,712.04,0,0,0,712.84,0,0,0,1.92,0,0,0,1.92,0,0
"La Salle, TX",48283,0,1494.36,0,0,0,1494.23,0,0,0,1517.13,0,0,0,1488.98,0,0,0,1488.85,0,0,0,1486.69,0,0,0,5.38,0,0,0,5.38,0,0
"Lavaca, TX",48285,0,970.44,0,0,0,970.35,0,0,0,971.15,0,0,0,969.99,0,0,0,969.9,0,0,0,969.71,0,0,0,0.45,0,0,0,0.45,0,0
"Lee, TX",48287,0,634.09,0,0,0,634.03,0,0,0,630.9,0,0,0,628.58,0,0,0,628.5,0,0,0,629.02,0,0,0,5.51,0,0,0,5.53,0,0
"Leon, TX",48289,0,1080.47,0,0,0,1080.38,0,0,0,1078.55,0,0,0,1072.13,0,0,0,1072.04,0,0,0,1073.15,0,0,0,8.34,0,0,0,8.34,0,0
"Liberty, TX",48291,0,1176.33,0,0,0,1176.22,0,0,0,1173.82,0,0,0,1159.83,0,0,0,1159.68,0,0,0,1158.42,0,0,0,16.5,0,0,0,16.54,0,0
"Limestone, TX",48293,0,933.22,0,0,0,933.15,0,0,0,930.49,0,0,0,908.88,0,0,0,908.88,0,0,0,905.29,0,0,0,24.34,0,0,0,24.27,0,0
"Lipscomb, TX",48295,0,932.28,0,0,0,932.22,0,0,0,933.01,0,0,0,932.17,0,0,0,932.11,0,0,0,932.18,0,0,0,0.11,0,0,0,0.11,0,0
"Live Oak, TX",48297,0,1078.94,0,0,0,1078.83,0,0,0,1056.63,0,0,0,1036.4,0,0,0,1036.3,0,0,0,1039.7,0,0,0,42.54,0,0,0,42.53,0,0
"Llano, TX",48299,0,966.25,0,0,0,966.18,0,0,0,938.87,0,0,0,934.86,0,0,0,934.76,0,0,0,934.03,0,0,0,31.39,0,0,0,31.41,0,0
"Loving, TX",48301,0,676.88,0,0,0,676.85,0,0,0,670.47,0,0,0,673.11,0,0,0,673.08,0,0,0,668.93,0,0,0,3.77,0,0,0,3.77,0,0
"Lubbock, TX",48303,0,900.74,0,0,0,900.7,0,0,0,900.09,0,0,0,899.6,0,0,0,899.49,0,0,0,895.6,0,0,0,1.14,0,0,0,1.2,0,0
"Lynn, TX",48305,0,893.5,0,0,0,893.46,0,0,0,887.9,0,0,0,891.92,0,0,0,891.88,0,0,0,891.87,0,0,0,1.58,0,0,0,1.58,0,0
"McCulloch, TX",48307,0,1073.43,0,0,0,1073.35,0,0,0,1071.35,0,0,0,1069.38,0,0,0,1069.31,0,0,0,1065.6,0,0,0,4.05,0,0,0,4.05,0,0
"McLennan, TX",48309,0,1060.27,0,0,0,1060.23,0,0,0,1030.59,0,0,0,1041.93,0,0,0,1041.88,0,0,0,1037.1,0,0,0,18.34,0,0,0,18.34,0,0
"McMullen, TX",48311,0,1142.71,0,0,0,1142.6,0,0,0,1162.82,0,0,0,1113.1,0,0,0,1113,0,0,0,1139.43,0,0,0,29.61,0,0,0,29.6,0,0
"Madison, TX",48313,0,472.48,0,0,0,472.44,0,0,0,472.4,0,0,0,469.68,0,0,0,469.65,0,0,0,466.07,0,0,0,2.8,0,0,0,2.8,0,0
"Marion, TX",48315,0,420.39,0,0,0,420.36,0,0,0,385.02,0,0,0,381.24,0,0,0,381.21,0,0,0,380.88,0,0,0,39.15,0,0,0,39.15,0,0
"Martin, TX",48317,0,915.69,0,0,0,915.62,0,0,0,913.8,0,0,0,914.85,0,0,0,914.78,0,0,0,914.94,0,0,0,0.84,0,0,0,0.84,0,0
"Mason, TX",48319,0,932.26,0,0,0,932.18,0,0,0,933.53,0,0,0,932.15,0,0,0,932.07,0,0,0,928.8,0,0,0,0.11,0,0,0,0.11,0,0
"Matagorda, TX",48321,0,1612.33,0,0,0,1612.19,0,0,0,1127.17,0,0,0,1114.55,0,0,0,1114.46,0,0,0,1100.28,0,0,0,497.78,0,0,0,497.73,0,0
"Maverick, TX",48323,0,1291.84,0,0,0,1291.74,0,0,0,1286.86,0,0,0,1280.17,0,0,0,1280.08,0,0,0,1279.26,0,0,0,11.67,0,0,0,11.66,0,0
"Medina, TX",48325,0,1334.63,0,0,0,1334.53,0,0,0,1331.4,0,0,0,1327.87,0,0,0,1327.76,0,0,0,1325.36,0,0,0,6.76,0,0,0,6.77,0,0
"Menard, TX",48327,0,902.32,0,0,0,902.25,0,0,0,902.18,0,0,0,901.98,0,0,0,901.91,0,0,0,902.03,0,0,0,0.34,0,0,0,0.34,0,0
"Midland, TX",48329,0,902.03,0,0,0,901.97,0,0,0,901.59,0,0,0,900.31,0,0,0,900.25,0,0,0,900.3,0,0,0,1.72,0,0,0,1.72,0,0
"Milam, TX",48331,0,1021.74,0,0,0,1021.67,0,0,0,1019.06,0,0,0,1016.79,0,0,0,1016.71,0,0,0,1016.93,0,0,0,4.95,0,0,0,4.95,0,0
"Mills, TX",48333,0,749.95,0,0,0,749.89,0,0,0,748.1,0,0,0,748.17,0,0,0,748.11,0,0,0,748.26,0,0,0,1.78,0,0,0,1.78,0,0
"Mitchell, TX",48335,0,915.98,0,0,0,915.9,0,0,0,912.23,0,0,0,910.12,0,0,0,910.04,0,0,0,911.09,0,0,0,5.86,0,0,0,5.86,0,0
"Montague, TX",48337,0,938.51,0,0,0,938.44,0,0,0,927.73,0,0,0,930.73,0,0,0,930.66,0,0,0,930.91,0,0,0,7.78,0,0,0,7.78,0,0
"Montgomery, TX",48339,0,1076.91,0,0,0,1076.81,0,0,0,1047.29,0,0,0,1044.33,0,0,0,1044.03,0,0,0,1041.74,0,0,0,32.58,0,0,0,32.78,0,0
"Moore, TX",48341,0,909.68,0,0,0,909.61,0,0,0,904.75,0,0,0,899.73,0,0,0,899.66,0,0,0,899.69,0,0,0,9.95,0,0,0,9.95,0,0
"Morris, TX",48343,0,258.65,0,0,0,258.64,0,0,0,255.83,0,0,0,254.52,0,0,0,254.51,0,0,0,251.99,0,0,0,4.13,0,0,0,4.13,0,0
"Motley, TX",48345,0,989.87,0,0,0,989.81,0,0,0,958.86,0,0,0,989.44,0,0,0,989.38,0,0,0,989.56,0,0,0,0.43,0,0,0,0.43,0,0
"Nacogdoches, TX",48347,0,981.41,0,0,0,981.33,0,0,0,939.25,0,0,0,946.85,0,0,0,946.77,0,0,0,946.54,0,0,0,34.56,0,0,0,34.56,0,0
"Navarro, TX",48349,0,1086.27,0,0,0,1086.17,0,0,0,1068.22,0,0,0,1071.2,0,0,0,1007.66,0,0,0,1009.63,0,0,0,15.07,0,0,0,78.51,0,0
"Newton, TX",48351,0,939.57,0,0,0,939.51,0,0,0,935.29,0,0,0,932.75,0,0,0,932.69,0,0,0,933.68,0,0,0,6.82,0,0,0,6.82,0,0
"Nolan, TX",48353,0,914.01,0,0,0,913.93,0,0,0,914.68,0,0,0,912.06,0,0,0,911.98,0,0,0,912,0,0,0,1.95,0,0,0,1.94,0,0
"Nueces, TX",48355,0,1166.58,0,0,0,1166.42,0,0,0,847.48,0,0,0,835.89,0,0,0,835.82,0,0,0,838.48,0,0,0,330.69,0,0,0,330.6,0,0
"Ochiltree, TX",48357,0,918.14,0,0,0,918.07,0,0,0,918.89,0,0,0,917.63,0,0,0,917.56,0,0,0,917.63,0,0,0,0.51,0,0,0,0.51,0,0
"Oldham, TX",48359,0,1501.53,0,0,0,1501.42,0,0,0,1484.96,0,0,0,1500.74,0,0,0,1500.63,0,0,0,1500.53,0,0,0,0.79,0,0,0,0.79,0,0
"Orange, TX",48361,0,379.56,0,0,0,379.54,0,0,0,362.11,0,0,0,356.42,0,0,0,356.4,0,0,0,333.67,0,0,0,23.14,0,0,0,23.14,0,0
"Palo Pinto, TX",48363,0,985.56,0,0,0,985.5,0,0,0,949.15,0,0,0,952.99,0,0,0,952.93,0,0,0,951.79,0,0,0,32.57,0,0,0,32.57,0,0
"Panola, TX",48365,0,821.39,0,0,0,821.34,0,0,0,811.6,0,0,0,800.97,0,0,0,800.92,0,0,0,801.75,0,0,0,20.42,0,0,0,20.42,0,0
"Parker, TX",48367,0,910.15,0,0,0,910.09,0,0,0,902.34,0,0,0,903.58,0,0,0,903.51,0,0,0,903.48,0,0,0,6.57,0,0,0,6.58,0,0
"Parmer, TX",48369,0,885.23,0,0,0,885.17,0,0,0,884.53,0,0,0,881.72,0,0,0,881.66,0,0,0,880.78,0,0,0,3.51,0,0,0,3.51,0,0
"Pecos, TX",48371,0,4765.11,0,0,0,4764.73,0,0,0,4776.57,0,0,0,4764.04,0,0,0,4763.66,0,0,0,4763.85,0,0,0,1.07,0,0,0,1.07,0,0
"Polk, TX",48373,0,1109.91,0,0,0,1109.81,0,0,0,1061.44,0,0,0,1057.36,0,0,0,1057.26,0,0,0,1057.09,0,0,0,52.55,0,0,0,52.55,0,0
"Potter, TX",48375,0,922.06,0,0,0,921.98,0,0,0,901.83,0,0,0,909.45,0,0,0,909.24,0,0,0,908.37,0,0,0,12.61,0,0,0,12.74,0,0
"Presidio, TX",48377,0,3856.54,0,0,0,3856.26,0,0,0,3857.14,0,0,0,3855.79,0,0,0,3855.51,0,0,0,3855.24,0,0,0,0.75,0,0,0,0.75,0,0
"Rains, TX",48379,0,258.89,0,0,0,258.87,0,0,0,242.99,0,0,0,232.07,0,0,0,232.05,0,0,0,229.45,0,0,0,26.82,0,0,0,26.82,0,0
"Randall, TX",48381,0,922.49,0,0,0,922.42,0,0,0,917.17,0,0,0,914.47,0,0,0,914.43,0,0,0,911.54,0,0,0,8.02,0,0,0,7.99,0,0
"Reagan, TX",48383,0,1176.09,0,0,0,1175.98,0,0,0,1173.31,0,0,0,1175.41,0,0,0,1175.3,0,0,0,1175.3,0,0,0,0.68,0,0,0,0.68,0,0
"Real, TX",48385,0,700.09,0,0,0,700.04,0,0,0,697.17,0,0,0,699.96,0,0,0,699.91,0,0,0,699.2,0,0,0,0.13,0,0,0,0.13,0,0
"Red River, TX",48387,0,1057.67,0,0,0,1057.61,0,0,0,1053.64,0,0,0,1050.24,0,0,0,1050.18,0,0,0,1036.58,0,0,0,7.43,0,0,0,7.43,0,0
"Reeves, TX",48389,0,2642.13,0,0,0,2641.95,0,0,0,2626.2,0,0,0,2636.05,0,0,0,2635.88,0,0,0,2635.38,0,0,0,6.08,0,0,0,6.07,0,0
"Refugio, TX",48391,0,818.72,0,0,0,818.64,0,0,0,770.86,0,0,0,770.33,0,0,0,770.21,0,0,0,770.44,0,0,0,48.39,0,0,0,48.43,0,0
"Roberts, TX",48393,0,924.25,0,0,0,924.19,0,0,0,914.62,0,0,0,924.15,0,0,0,924.09,0,0,0,924.06,0,0,0,0.1,0,0,0,0.1,0,0
"Robertson, TX",48395,0,865.73,0,0,0,865.67,0,0,0,863.67,0,0,0,854.63,0,0,0,854.56,0,0,0,855.68,0,0,0,11.1,0,0,0,11.11,0,0
"Rockwall, TX",48397,0,148.71,0,0,0,148.7,0,0,0,128.2,0,0,0,128.8,0,0,0,128.79,0,0,0,127.04,0,0,0,19.91,0,0,0,19.91,0,0
"Runnels, TX",48399,0,1057.22,0,0,0,1057.13,0,0,0,1055.77,0,0,0,1054.51,0,0,0,1050.73,0,0,0,1050.95,0,0,0,2.71,0,0,0,6.4,0,0
"Rusk, TX",48401,0,938.7,0,0,0,938.62,0,0,0,932.33,0,0,0,923.64,0,0,0,923.55,0,0,0,924.03,0,0,0,15.06,0,0,0,15.07,0,0
"Sabine, TX",48403,0,576.65,0,0,0,576.61,0,0,0,485.68,0,0,0,490.3,0,0,0,490.27,0,0,0,491.39,0,0,0,86.35,0,0,0,86.34,0,0
"San Augustine, TX",48405,0,592.25,0,0,0,592.21,0,0,0,523.89,0,0,0,527.91,0,0,0,527.87,0,0,0,530.66,0,0,0,64.34,0,0,0,64.34,0,0
"San Jacinto, TX",48407,0,627.96,0,0,0,627.9,0,0,0,572.19,0,0,0,570.71,0,0,0,570.65,0,0,0,569.24,0,0,0,57.25,0,0,0,57.25,0,0
"San Patricio, TX",48409,0,707.11,0,0,0,707.06,0,0,0,693.08,0,0,0,691.76,0,0,0,691.65,0,0,0,693.45,0,0,0,15.35,0,0,0,15.41,0,0
"San Saba, TX",48411,0,1138.33,0,0,0,1138.25,0,0,0,1136.37,0,0,0,1134.55,0,0,0,1134.47,0,0,0,1135.3,0,0,0,3.78,0,0,0,3.78,0,0
"Schleicher, TX",48413,0,1310.74,0,0,0,1310.65,0,0,0,1309.38,0,0,0,1310.7,0,0,0,1310.61,0,0,0,1310.63,0,0,0,0.04,0,0,0,0.04,0,0
"Scurry, TX",48415,0,907.61,0,0,0,907.53,0,0,0,900.25,0,0,0,902.57,0,0,0,902.5,0,0,0,905.44,0,0,0,5.04,0,0,0,5.03,0,0
"Shackelford, TX",48417,0,915.61,0,0,0,915.54,0,0,0,914.82,0,0,0,914.02,0,0,0,913.95,0,0,0,914.29,0,0,0,1.59,0,0,0,1.59,0,0
"Shelby, TX",48419,0,834.6,0,0,0,834.53,0,0,0,790.63,0,0,0,794.2,0,0,0,794.11,0,0,0,795.58,0,0,0,40.4,0,0,0,40.43,0,0
"Sherman, TX",48421,0,923.27,0,0,0,923.2,0,0,0,922.9,0,0,0,923.11,0,0,0,923.03,0,0,0,923.04,0,0,0,0.16,0,0,0,0.16,0,0
"Smith, TX",48423,0,949.55,0,0,0,949.45,0,0,0,932.23,0,0,0,928.5,0,0,0,928.38,0,0,0,921.45,0,0,0,21.05,0,0,0,21.06,0,0
"Somervell, TX",48425,0,191.91,0,0,0,191.9,0,0,0,188.39,0,0,0,187.18,0,0,0,187.17,0,0,0,186.46,0,0,0,4.73,0,0,0,4.73,0,0
"Starr, TX",48427,0,1229.38,0,0,0,1229.28,0,0,0,1226,0,0,0,1223.12,0,0,0,1223.02,0,0,0,1223.18,0,0,0,6.26,0,0,0,6.26,0,0
"Stephens, TX",48429,0,921.55,0,0,0,921.48,0,0,0,893.89,0,0,0,894.72,0,0,0,894.64,0,0,0,896.72,0,0,0,26.83,0,0,0,26.84,0,0
"Sterling, TX",48431,0,923.58,0,0,0,923.49,0,0,0,922.87,0,0,0,923.45,0,0,0,923.36,0,0,0,923.45,0,0,0,0.13,0,0,0,0.13,0,0
"Stonewall, TX",48433,0,920.31,0,0,0,920.23,0,0,0,925.19,0,0,0,918.75,0,0,0,918.67,0,0,0,916.31,0,0,0,1.56,0,0,0,1.56,0,0
"Sutton, TX",48435,0,1454.52,0,0,0,1454.4,0,0,0,1454.71,0,0,0,1453.89,0,0,0,1453.76,0,0,0,1453.93,0,0,0,0.63,0,0,0,0.63,0,0
"Swisher, TX",48437,0,900.74,0,0,0,900.68,0,0,0,902.06,0,0,0,900.49,0,0,0,900.43,0,0,0,890.16,0,0,0,0.25,0,0,0,0.25,0,0
"Tarrant, TX",48439,0,897.56,0,0,0,897.48,0,0,0,868.12,0,0,0,863.52,0,0,0,863.42,0,0,0,863.61,0,0,0,34.04,0,0,0,34.06,0,0
"Taylor, TX",48441,0,919.34,0,0,0,919.25,0,0,0,917.11,0,0,0,915.7,0,0,0,915.63,0,0,0,915.55,0,0,0,3.64,0,0,0,3.63,0,0
"Terrell, TX",48443,0,2357.94,0,0,0,2357.75,0,0,0,2357.08,0,0,0,2357.91,0,0,0,2357.72,0,0,0,2358.03,0,0,0,0.03,0,0,0,0.03,0,0
"Terry, TX",48445,0,890.96,0,0,0,890.93,0,0,0,886.52,0,0,0,889.9,0,0,0,889.88,0,0,0,888.84,0,0,0,1.06,0,0,0,1.06,0,0
"Throckmorton, TX",48447,0,915.54,0,0,0,915.47,0,0,0,912.16,0,0,0,912.41,0,0,0,912.34,0,0,0,912.55,0,0,0,3.13,0,0,0,3.13,0,0
"Titus, TX",48449,0,425.72,0,0,0,425.69,0,0,0,412.35,0,0,0,410.58,0,0,0,410.54,0,0,0,406.05,0,0,0,15.14,0,0,0,15.15,0,0
"Tom Green, TX",48451,0,1540.63,0,0,0,1540.54,0,0,0,1514.83,0,0,0,1522.19,0,0,0,1522.1,0,0,0,1521.97,0,0,0,18.44,0,0,0,18.44,0,0
"Travis, TX",48453,0,1022.19,0,0,0,1022.08,0,0,0,989.05,0,0,0,989.41,0,0,0,989.3,0,0,0,990.2,0,0,0,32.78,0,0,0,32.77,0,0
"Trinity, TX",48455,0,714.05,0,0,0,714,0,0,0,691.55,0,0,0,692.89,0,0,0,692.84,0,0,0,693.61,0,0,0,21.16,0,0,0,21.16,0,0
"Tyler, TX",48457,0,935.77,0,0,0,935.71,0,0,0,922.47,0,0,0,922.97,0,0,0,922.9,0,0,0,924.5,0,0,0,12.8,0,0,0,12.81,0,0
"Upshur, TX",48459,0,592.72,0,0,0,592.67,0,0,0,587.18,0,0,0,587.72,0,0,0,587.64,0,0,0,582.95,0,0,0,5,0,0,0,5.02,0,0
"Upton, TX",48461,0,1241.93,0,0,0,1241.83,0,0,0,1243.1,0,0,0,1241.77,0,0,0,1241.68,0,0,0,1241.32,0,0,0,0.16,0,0,0,0.16,0,0
"Uvalde, TX",48463,0,1558.71,0,0,0,1558.6,0,0,0,1564.29,0,0,0,1556.65,0,0,0,1556.55,0,0,0,1551.95,0,0,0,2.06,0,0,0,2.06,0,0
"Val Verde, TX",48465,0,3232.7,0,0,0,3232.4,0,0,0,3149.73,0,0,0,3170.68,0,0,0,3170.38,0,0,0,3144.75,0,0,0,62.02,0,0,0,62.02,0,0
"Van Zandt, TX",48467,0,859.56,0,0,0,859.48,0,0,0,854.72,0,0,0,848.81,0,0,0,848.64,0,0,0,842.56,0,0,0,10.75,0,0,0,10.84,0,0
"Victoria, TX",48469,0,888.81,0,0,0,888.73,0,0,0,886.98,0,0,0,882.58,0,0,0,882.5,0,0,0,882.14,0,0,0,6.23,0,0,0,6.23,0,0
"Walker, TX",48471,0,801.51,0,0,0,801.44,0,0,0,785.89,0,0,0,787.52,0,0,0,787.45,0,0,0,784.17,0,0,0,13.99,0,0,0,13.99,0,0
"Waller, TX",48473,0,518.49,0,0,0,518.49,0,0,0,513.99,0,0,0,513.62,0,0,0,513.63,0,0,0,513.43,0,0,0,4.87,0,0,0,4.87,0,0
"Ward, TX",48475,0,835.81,0,0,0,835.74,0,0,0,835.66,0,0,0,835.56,0,0,0,835.49,0,0,0,835.6,0,0,0,0.25,0,0,0,0.25,0,0
"Washington, TX",48477,0,621.4,0,0,0,621.35,0,0,0,610,0,0,0,609.28,0,0,0,609.22,0,0,0,603.95,0,0,0,12.12,0,0,0,12.13,0,0
"Webb, TX",48479,0,3375.67,0,0,0,3375.53,0,0,0,3362.4,0,0,0,3356.97,0,0,0,3356.83,0,0,0,3361.48,0,0,0,18.7,0,0,0,18.69,0,0
"Wharton, TX",48481,0,1094.51,0,0,0,1094.43,0,0,0,1086.49,0,0,0,1090.21,0,0,0,1090.13,0,0,0,1086.15,0,0,0,4.3,0,0,0,4.29,0,0
"Wheeler, TX",48483,0,915.39,0,0,0,915.34,0,0,0,904.49,0,0,0,914.27,0,0,0,914.26,0,0,0,914.52,0,0,0,1.12,0,0,0,1.08,0,0
"Wichita, TX",48485,0,633.04,0,0,0,633.01,0,0,0,606.23,0,0,0,627.69,0,0,0,627.66,0,0,0,627.78,0,0,0,5.35,0,0,0,5.35,0,0
"Wilbarger, TX",48487,0,978.16,0,0,0,978.1,0,0,0,947.01,0,0,0,971.13,0,0,0,971.06,0,0,0,970.84,0,0,0,7.03,0,0,0,7.03,0,0
"Willacy, TX",48489,0,784.27,0,0,0,784.23,0,0,0,589.35,0,0,0,596.71,0,0,0,596.68,0,0,0,590.55,0,0,0,187.56,0,0,0,187.55,0,0
"Williamson, TX",48491,0,1136.5,0,0,0,1134.74,0,0,0,1136.75,0,0,0,1124.37,0,0,0,1122.77,0,0,0,1118.3,0,0,0,12.13,0,0,0,11.97,0,0
"Wilson, TX",48493,0,808.64,0,0,0,808.57,0,0,0,806.59,0,0,0,807.18,0,0,0,806.99,0,0,0,803.73,0,0,0,1.46,0,0,0,1.58,0,0
"Winkler, TX",48495,0,841.29,0,0,0,841.24,0,0,0,839.87,0,0,0,841.1,0,0,0,841.05,0,0,0,841.11,0,0,0,0.19,0,0,0,0.19,0,0
"Wise, TX",48497,0,922.84,0,0,0,922.77,0,0,0,902.46,0,0,0,904.67,0,0,0,904.61,0,0,0,904.42,0,0,0,18.17,0,0,0,18.17,0,0
"Wood, TX",48499,0,695.87,0,0,0,695.8,0,0,0,688.89,0,0,0,650.29,0,0,0,650.22,0,0,0,645.23,0,0,0,45.58,0,0,0,45.58,0,0
"Yoakum, TX",48501,0,799.79,0,0,0,799.76,0,0,0,800.13,0,0,0,799.78,0,0,0,799.75,0,0,0,799.71,0,0,0,0.01,0,0,0,0.01,0,0
"Young, TX",48503,0,930.9,0,0,0,930.84,0,0,0,918.71,0,0,0,922.39,0,0,0,922.33,0,0,0,914.47,0,0,0,8.51,0,0,0,8.51,0,0
"Zapata, TX",48505,0,1058.18,0,0,0,1058.1,0,0,0,998.84,0,0,0,996.84,0,0,0,996.76,0,0,0,998.41,0,0,0,61.34,0,0,0,61.34,0,0
"Zavala, TX",48507,0,1301.82,0,0,0,1301.72,0,0,0,1298.43,0,0,0,1298.58,0,0,0,1298.48,0,0,0,1297.41,0,0,0,3.24,0,0,0,3.24,0,0
UTAH,49000,0,84904.12,0,0,0,84898.83,0,0,0,82072.91,0,0,0,82168.15,0,0,0,82143.65,0,0,0,82169.62,0,0,0,2735.97,0,0,0,2755.18,0,0
"Beaver, UT",49001,0,2592.43,0,0,0,2592.28,0,0,0,2586.19,0,0,0,2590.11,0,0,0,2589.95,0,0,0,2589.88,0,0,0,2.32,0,0,0,2.33,0,0
"Box Elder, UT",49003,0,6729.45,0,0,0,6729.03,0,0,0,5613.59,0,0,0,5723.69,0,0,0,5723.34,0,0,0,5745.55,0,0,0,1005.76,0,0,0,1005.69,0,0
"Cache, UT",49005,0,1173.17,0,0,0,1173.07,0,0,0,1170.97,0,0,0,1164.63,0,0,0,1164.52,0,0,0,1164.81,0,0,0,8.54,0,0,0,8.55,0,0
"Carbon, UT",49007,0,1484.69,0,0,0,1484.57,0,0,0,1479.17,0,0,0,1478.57,0,0,0,1478.46,0,0,0,1478.49,0,0,0,6.12,0,0,0,6.12,0,0
"Daggett, UT",49009,0,723.1,0,0,0,723.06,0,0,0,698.78,0,0,0,698.39,0,0,0,698.36,0,0,0,696.98,0,0,0,24.71,0,0,0,24.71,0,0
"Davis, UT",49011,0,633.57,0,0,0,633.7,0,0,0,299.22,0,0,0,304.5,0,0,0,304.48,0,0,0,298.78,0,0,0,329.07,0,0,0,329.22,0,0
"Duchesne, UT",49013,0,3256.29,0,0,0,3255.97,0,0,0,3233.41,0,0,0,3238.39,0,0,0,3238.05,0,0,0,3240.95,0,0,0,17.9,0,0,0,17.92,0,0
"Emery, UT",49015,0,4461.83,0,0,0,4461.54,0,0,0,4449.1,0,0,0,4452.14,0,0,0,4451.85,0,0,0,4462.31,0,0,0,9.69,0,0,0,9.69,0,0
"Garfield, UT",49017,0,5208.5,0,0,0,5208.2,0,0,0,5147.9,0,0,0,5174.52,0,0,0,5174.22,0,0,0,5175.12,0,0,0,33.98,0,0,0,33.98,0,0
"Grand, UT",49019,0,3694.3,0,0,0,3694.08,0,0,0,3688.69,0,0,0,3681.78,0,0,0,3681.56,0,0,0,3671.54,0,0,0,12.52,0,0,0,12.52,0,0
"Iron, UT",49021,0,3302.12,0,0,0,3301.84,0,0,0,3301.38,0,0,0,3298.51,0,0,0,3297.98,0,0,0,3296.68,0,0,0,3.61,0,0,0,3.87,0,0
"Juab, UT",49023,0,3406.46,0,0,0,3406.28,0,0,0,3396,0,0,0,3391.9,0,0,0,3391.74,0,0,0,3392.28,0,0,0,14.56,0,0,0,14.54,0,0
"Kane, UT",49025,0,4108.6,0,0,0,4108.42,0,0,0,3897.68,0,0,0,3992.18,0,0,0,3991.96,0,0,0,3990.23,0,0,0,116.42,0,0,0,116.46,0,0
"Millard, UT",49027,0,6828.51,0,0,0,6828.01,0,0,0,6818.28,0,0,0,6589.62,0,0,0,6589.13,0,0,0,6572.43,0,0,0,238.89,0,0,0,238.87,0,0
"Morgan, UT",49029,0,610.79,0,0,0,610.79,0,0,0,603.02,0,0,0,609.13,0,0,0,609.13,0,0,0,609.2,0,0,0,1.66,0,0,0,1.66,0,0
"Piute, UT",49031,0,765.81,0,0,0,765.76,0,0,0,758.59,0,0,0,757.86,0,0,0,757.81,0,0,0,757.79,0,0,0,7.95,0,0,0,7.95,0,0
"Rich, UT",49033,0,1086.36,0,0,0,1086.29,0,0,0,1034.16,0,0,0,1028.61,0,0,0,1028.53,0,0,0,1028.78,0,0,0,57.75,0,0,0,57.76,0,0
"Salt Lake, UT",49035,0,807.83,0,0,0,807.78,0,0,0,756.3,0,0,0,737.42,0,0,0,737.38,0,0,0,742.28,0,0,0,70.41,0,0,0,70.4,0,0
"San Juan, UT",49037,0,7933.64,0,0,0,7933.09,0,0,0,7724.9,0,0,0,7820.72,0,0,0,7820.18,0,0,0,7819.99,0,0,0,112.92,0,0,0,112.91,0,0
"Sanpete, UT",49039,0,1602.71,0,0,0,1602.66,0,0,0,1586.64,0,0,0,1588.16,0,0,0,1588.11,0,0,0,1590.15,0,0,0,14.55,0,0,0,14.55,0,0
"Sevier, UT",49041,0,1918.41,0,0,0,1918.28,0,0,0,1909.55,0,0,0,1910.38,0,0,0,1910.25,0,0,0,1910.58,0,0,0,8.03,0,0,0,8.03,0,0
"Summit, UT",49043,0,1882.15,0,0,0,1882.05,0,0,0,1865.2,0,0,0,1871.15,0,0,0,1871.05,0,0,0,1871.71,0,0,0,11,0,0,0,11,0,0
"Tooele, UT",49045,0,7287.73,0,0,0,7287.12,0,0,0,6919.3,0,0,0,6945.92,0,0,0,6930.35,0,0,0,6941.35,0,0,0,341.81,0,0,0,356.76,0,0
"Uintah, UT",49047,0,4499.21,0,0,0,4498.98,0,0,0,4478.8,0,0,0,4477.3,0,0,0,4477.07,0,0,0,4479.69,0,0,0,21.91,0,0,0,21.91,0,0
"Utah, UT",49049,0,2141.06,0,0,0,2140.98,0,0,0,2017.73,0,0,0,1998.41,0,0,0,1998.33,0,0,0,2003.45,0,0,0,142.65,0,0,0,142.64,0,0
"Wasatch, UT",49051,0,1209.24,0,0,0,1209.17,0,0,0,1190.55,0,0,0,1180.93,0,0,0,1177.39,0,0,0,1175.5,0,0,0,28.31,0,0,0,31.78,0,0
"Washington, UT",49053,0,2430.07,0,0,0,2429.91,0,0,0,2421.59,0,0,0,2427.2,0,0,0,2426.62,0,0,0,2426.36,0,0,0,2.87,0,0,0,3.28,0,0
"Wayne, UT",49055,0,2466.61,0,0,0,2466.47,0,0,0,2460.56,0,0,0,2460.46,0,0,0,2460.32,0,0,0,2460.68,0,0,0,6.15,0,0,0,6.15,0,0
